payment_id,subscription_id,customer_id,plan_id,billing_cycle,payment_date,gross_amount,discount_pct,discount_amount,net_amount,status,failure_reason,retry_count,recovered
PAY0000137,S000019,C00019,P_PRO_M,Monthly,2024-06-01,49,0.0,0.0,49.0,Success,,0,0
PAY0000138,S000019,C00019,P_PRO_M,Monthly,2024-07-01,49,0.0,0.0,49.0,Success,,0,0
PAY0000139,S000019,C00019,P_PRO_M,Monthly,2024-07-31,49,0.0,0.0,49.0,Success,,0,0
PAY0000140,S000019,C00019,P_PRO_M,Monthly,2024-08-30,49,0.0,0.0,49.0,Failed,Insufficient Funds,2,0
PAY0000141,S000019,C00019,P_PRO_M,Monthly,2024-09-29,49,0.0,0.0,49.0,Success,,0,0
PAY0000142,S000019,C00019,P_PRO_M,Monthly,2024-10-29,49,0.0,0.0,49.0,Success,,0,0
PAY0000143,S000019,C00019,P_PRO_M,Monthly,2024-11-28,49,0.0,0.0,49.0,Success,,0,0
PAY0000144,S000019,C00019,P_PRO_M,Monthly,2024-12-28,49,0.0,0.0,49.0,Success,,0,0
PAY0000145,S000020,C00020,P_PRO_M,Monthly,2024-09-08,49,0.0,0.0,49.0,Success,,0,0
PAY0000146,S000020,C00020,P_PRO_M,Monthly,2024-10-08,49,0.1,4.9,44.1,Success,,0,0
PAY0000147,S000020,C00020,P_PRO_M,Monthly,2024-11-07,49,0.0,0.0,49.0,Success,,0,0
PAY0000148,S000020,C00020,P_PRO_M,Monthly,2024-12-07,49,0.5,24.5,24.5,Success,,0,0
PAY0000149,S000021,C00021,P_BUS_A,Annual,2023-01-28,984,0.0,0.0,984.0,Success,,0,0
PAY0000150,S000021,C00021,P_BUS_A,Annual,2024-01-28,984,0.0,0.0,984.0,Success,,0,0
PAY0000151,S000022,C00022,P_BASIC_A,Annual,2024-07-28,192,0.0,0.0,192.0,Success,,0,0
PAY0000152,S000023,C00023,P_BASIC_M,Monthly,2023-07-23,19,0.0,0.0,19.0,Success,,0,0
PAY0000153,S000023,C00023,P_BASIC_M,Monthly,2023-08-22,19,0.0,0.0,19.0,Success,,0,0
PAY0000154,S000023,C00023,P_BASIC_M,Monthly,2023-09-21,19,0.25,4.75,14.25,Success,,0,0
PAY0000155,S000023,C00023,P_BASIC_M,Monthly,2023-10-21,19,0.1,1.9,17.1,Success,,0,0
PAY0000156,S000023,C00023,P_BASIC_M,Monthly,2023-11-20,19,0.0,0.0,19.0,Success,,0,0
PAY0000157,S000023,C00023,P_BASIC_M,Monthly,2023-12-20,19,0.1,1.9,17.1,Success,,0,0
PAY0000158,S000023,C00023,P_BASIC_M,Monthly,2024-01-19,19,0.0,0.0,19.0,Success,,0,0
PAY0000159,S000023,C00023,P_BASIC_M,Monthly,2024-02-18,19,0.0,0.0,19.0,Success,,0,0
PAY0000160,S000023,C00023,P_BASIC_M,Monthly,2024-03-19,19,0.0,0.0,19.0,Success,,0,0
PAY0000161,S000023,C00023,P_BASIC_M,Monthly,2024-04-18,19,0.0,0.0,19.0,Success,,0,0
PAY0000162,S000023,C00023,P_BASIC_M,Monthly,2024-05-18,19,0.0,0.0,19.0,Success,,0,0
PAY0000163,S000023,C00023,P_BASIC_M,Monthly,2024-06-17,19,0.0,0.0,19.0,Success,,0,0
PAY0000164,S000023,C00023,P_BASIC_M,Monthly,2024-07-17,19,0.0,0.0,19.0,Success,,0,0
PAY0000165,S000023,C00023,P_BASIC_M,Monthly,2024-08-16,19,0.0,0.0,19.0,Success,,0,0
PAY0000166,S000023,C00023,P_BASIC_M,Monthly,2024-09-15,19,0.2,3.8,15.2,Success,,0,0
PAY0000167,S000023,C00023,P_BASIC_M,Monthly,2024-10-15,19,0.0,0.0,19.0,Success,,0,0
PAY0000168,S000023,C00023,P_BASIC_M,Monthly,2024-11-14,19,0.0,0.0,19.0,Success,,0,0
PAY0000169,S000023,C00023,P_BASIC_M,Monthly,2024-12-14,19,0.1,1.9,17.1,Success,,0,0
PAY0000170,S000024,C00024,P_BASIC_M,Monthly,2024-10-27,19,0.0,0.0,19.0,Success,,0,0
PAY0000171,S000024,C00024,P_BASIC_M,Monthly,2024-11-26,19,0.0,0.0,19.0,Success,,0,0
PAY0000172,S000024,C00024,P_BASIC_M,Monthly,2024-12-26,19,0.0,0.0,19.0,Success,,0,0
PAY0000173,S000025,C00025,P_ENT_M,Monthly,2024-07-12,249,0.0,0.0,249.0,Success,,0,0
PAY0000174,S000025,C00025,P_ENT_M,Monthly,2024-08-11,249,0.15,37.35,211.65,Success,,0,0
PAY0000175,S000025,C00025,P_ENT_M,Monthly,2024-09-10,249,0.0,0.0,249.0,Success,,0,0
PAY0000176,S000025,C00025,P_ENT_M,Monthly,2024-10-10,249,0.0,0.0,249.0,Success,,0,0
PAY0000177,S000025,C00025,P_ENT_M,Monthly,2024-11-09,249,0.0,0.0,249.0,Success,,0,0
PAY0000178,S000025,C00025,P_ENT_M,Monthly,2024-12-09,249,0.1,24.9,224.1,Success,,0,0
PAY0000179,S000026,C00026,P_PRO_M,Monthly,2024-03-05,49,0.0,0.0,49.0,Success,,0,0
PAY0000180,S000026,C00026,P_PRO_M,Monthly,2024-04-04,49,0.25,12.25,36.75,Success,,0,0
PAY0000181,S000026,C00026,P_PRO_M,Monthly,2024-05-04,49,0.0,0.0,49.0,Success,,0,0
PAY0000182,S000026,C00026,P_PRO_M,Monthly,2024-06-03,49,0.1,4.9,44.1,Success,,0,0
PAY0000183,S000026,C00026,P_PRO_M,Monthly,2024-07-03,49,0.2,9.8,39.2,Success,,0,0
PAY0000184,S000026,C00026,P_PRO_M,Monthly,2024-08-02,49,0.0,0.0,49.0,Success,,0,0
PAY0000185,S000026,C00026,P_PRO_M,Monthly,2024-09-01,49,0.25,12.25,36.75,Success,,0,0
PAY0000186,S000026,C00026,P_PRO_M,Monthly,2024-10-01,49,0.0,0.0,49.0,Success,,0,0
PAY0000187,S000026,C00026,P_PRO_M,Monthly,2024-10-31,49,0.15,7.35,41.65,Success,,0,0
PAY0000188,S000026,C00026,P_PRO_M,Monthly,2024-11-30,49,0.2,9.8,39.2,Success,,0,0
PAY0000189,S000026,C00026,P_PRO_M,Monthly,2024-12-30,49,0.3,14.7,34.3,Success,,0,0
PAY0000190,S000027,C00027,P_BASIC_M,Monthly,2023-08-14,19,0.0,0.0,19.0,Success,,0,0
PAY0000191,S000027,C00027,P_BASIC_M,Monthly,2023-09-13,19,0.5,9.5,9.5,Success,,0,0
PAY0000192,S000027,C00027,P_BASIC_M,Monthly,2023-10-13,19,0.2,3.8,15.2,Success,,0,0
PAY0000193,S000027,C00027,P_BASIC_M,Monthly,2023-11-12,19,0.0,0.0,19.0,Success,,0,0
PAY0000194,S000027,C00027,P_BASIC_M,Monthly,2023-12-12,19,0.0,0.0,19.0,Success,,0,0
PAY0000195,S000027,C00027,P_BASIC_M,Monthly,2024-01-11,19,0.0,0.0,19.0,Success,,0,0
PAY0000196,S000027,C00027,P_BASIC_M,Monthly,2024-02-10,19,0.0,0.0,19.0,Success,,0,0
PAY0000197,S000027,C00027,P_BASIC_M,Monthly,2024-03-11,19,0.0,0.0,19.0,Success,,0,0
PAY0000198,S000027,C00027,P_BASIC_M,Monthly,2024-04-10,19,0.0,0.0,19.0,Success,,0,0
PAY0000199,S000027,C00027,P_BASIC_M,Monthly,2024-05-10,19,0.0,0.0,19.0,Success,,0,0
PAY0000200,S000027,C00027,P_BASIC_M,Monthly,2024-06-09,19,0.0,0.0,19.0,Success,,0,0
PAY0000201,S000027,C00027,P_BASIC_M,Monthly,2024-07-09,19,0.0,0.0,19.0,Success,,0,0
PAY0000202,S000027,C00027,P_BASIC_M,Monthly,2024-08-08,19,0.0,0.0,19.0,Success,,0,0
PAY0000203,S000027,C00027,P_BASIC_M,Monthly,2024-09-07,19,0.0,0.0,19.0,Success,,0,0
PAY0000204,S000027,C00027,P_BASIC_M,Monthly,2024-10-07,19,0.0,0.0,19.0,Success,,0,0
PAY0000205,S000027,C00027,P_BASIC_M,Monthly,2024-11-06,19,0.1,1.9,17.1,Success,,0,0
PAY0000206,S000027,C00027,P_BASIC_M,Monthly,2024-12-06,19,0.0,0.0,19.0,Success,,0,0
PAY0000207,S000028,C00028,P_PRO_M,Monthly,2024-04-04,49,0.0,0.0,49.0,Success,,0,0
PAY0000208,S000028,C00028,P_PRO_M,Monthly,2024-05-04,49,0.0,0.0,49.0,Success,,0,0
PAY0000209,S000028,C00028,P_PRO_M,Monthly,2024-06-03,49,0.0,0.0,49.0,Success,,0,0
PAY0000210,S000028,C00028,P_PRO_M,Monthly,2024-07-03,49,0.0,0.0,49.0,Success,,0,0
PAY0000211,S000028,C00028,P_PRO_M,Monthly,2024-08-02,49,0.0,0.0,49.0,Success,,0,0
PAY0000212,S000028,C00028,P_PRO_M,Monthly,2024-09-01,49,0.0,0.0,49.0,Success,,0,0
PAY0000213,S000028,C00028,P_PRO_M,Monthly,2024-10-01,49,0.0,0.0,49.0,Success,,0,0
PAY0000214,S000028,C00028,P_PRO_M,Monthly,2024-10-31,49,0.0,0.0,49.0,Success,,0,0
PAY0000215,S000028,C00028,P_PRO_M,Monthly,2024-11-30,49,0.0,0.0,49.0,Success,,0,0
PAY0000216,S000028,C00028,P_PRO_M,Monthly,2024-12-30,49,0.0,0.0,49.0,Success,,0,0
PAY0000217,S000029,C00029,P_PRO_A,Annual,2024-08-26,492,0.3,147.6,344.4,Success,,0,0
PAY0000218,S000030,C00030,P_PRO_M,Monthly,2023-10-12,49,0.0,0.0,49.0,Success,,0,0
PAY0000219,S000030,C00030,P_PRO_M,Monthly,2023-11-11,49,0.0,0.0,49.0,Success,,0,0
PAY0000220,S000030,C00030,P_PRO_M,Monthly,2023-12-11,49,0.5,24.5,24.5,Success,,0,0
PAY0000221,S000030,C00030,P_PRO_M,Monthly,2024-01-10,49,0.2,9.8,39.2,Success,,0,0
PAY0000222,S000030,C00030,P_PRO_M,Monthly,2024-02-09,49,0.0,0.0,49.0,Success,,0,0
PAY0000223,S000030,C00030,P_PRO_M,Monthly,2024-03-10,49,0.0,0.0,49.0,Success,,0,0
PAY0000224,S000030,C00030,P_PRO_M,Monthly,2024-04-09,49,0.0,0.0,49.0,Success,,0,0
PAY0000225,S000030,C00030,P_PRO_M,Monthly,2024-05-09,49,0.0,0.0,49.0,Success,,0,0
PAY0000226,S000030,C00030,P_PRO_M,Monthly,2024-06-08,49,0.0,0.0,49.0,Success,,0,0
PAY0000227,S000030,C00030,P_PRO_M,Monthly,2024-07-08,49,0.0,0.0,49.0,Success,,0,0
PAY0000228,S000030,C00030,P_PRO_M,Monthly,2024-08-07,49,0.0,0.0,49.0,Success,,0,0
PAY0000229,S000030,C00030,P_PRO_M,Monthly,2024-09-06,49,0.0,0.0,49.0,Success,,0,0
PAY0000230,S000030,C00030,P_PRO_M,Monthly,2024-10-06,49,0.0,0.0,49.0,Success,,0,0
PAY0000231,S000030,C00030,P_PRO_M,Monthly,2024-11-05,49,0.0,0.0,49.0,Success,,0,0
PAY0000232,S000030,C00030,P_PRO_M,Monthly,2024-12-05,49,0.0,0.0,49.0,Success,,0,0
PAY0000233,S000031,C00031,P_BASIC_A,Annual,2023-01-07,192,0.25,48.0,144.0,Success,,0,0
PAY0000234,S000031,C00031,P_BASIC_A,Annual,2024-01-07,192,0.15,28.8,163.2,Success,,0,0
PAY0000235,S000032,C00032,P_PRO_M,Monthly,2023-06-13,49,0.0,0.0,49.0,Success,,0,0
PAY0000236,S000032,C00032,P_PRO_M,Monthly,2023-07-13,49,0.1,4.9,44.1,Success,,0,0
PAY0000237,S000032,C00032,P_PRO_M,Monthly,2023-08-12,49,0.0,0.0,49.0,Success,,0,0
PAY0000238,S000032,C00032,P_PRO_M,Monthly,2023-09-11,49,0.0,0.0,49.0,Success,,0,0
PAY0000239,S000032,C00032,P_PRO_M,Monthly,2023-10-11,49,0.0,0.0,49.0,Success,,0,0
PAY0000240,S000032,C00032,P_PRO_M,Monthly,2023-11-10,49,0.0,0.0,49.0,Success,,0,0
